ids,intents,sentences,sentence_orgin
4099,alarm_query,Chỉ để xác nhận bạn đặt báo thức sẽ tắt ở tám trăm ,just to confirm you set the alarm to go off at eight hundred
1785,iot_hue_lightoff,Hãy tắt bếp ,please turn off the kitchen
959,iot_cleaning,Robot thông qua các thiết bị hỗ trợ Bluetooth ,robot via bluetooth enabled devices
15883,email_sendemail,Tôi muốn trả lời Allen ,i want to reply to allen
12314,transport_query,Khi Indianapolis Express sẽ đến Indiana ,when indianapolis express will reach indiana
3163,alarm_query,Những báo động nào tôi đã đặt cho ngày mai ,what alarms have i set for tomorrow
1396,play_music,Chơi nhạc của Taylor Swift ,play music by taylor swift
10573,lists_query,Tôi có gì trong danh sách mua sắm của mình ,what do i have on my shopping list
5616,datetime_convert,Đặt múi giờ thành g. m. t. ,set the time zone to g. m. t.
14091,qa_definition,Siri có nghĩa là gì ,siri what does obstacle mean
3072,audio_volume_mute,Tôi muốn tắt tiếng loa ,i would like to mute the speakers please
13808,qa_factoid,Ferrell sẽ kiếm được bao nhiêu tiền cho bộ phim cuối cùng của mình ,how much money did will ferrel make for his last movie
13523,general_quirky,Mục đích của việc sử dụng bạn thay vì tìm kiếm một mình là gì ,what is the purpose of using you instead of searching on my own
13248,qa_factoid,Sinh nhật của Shakira khi nào ,when is shakira's birthday
14831,qa_factoid,Tìm tuổi của Brad Pitt ,find brad pitt's age
6586,general_quirky,Olly hôm nay là ngày tốt nhất của cuộc đời tôi ,olly today was the best day of my life
5865,news_query,Tôi muốn tin tức về Donald Trump ,i'd like news on donald trump
16793,email_query,Vui lòng liệt kê các dòng chủ đề của hai mươi email đã nhận được ,please list the subject lines of last twenty received emails
4446,transport_query,Bạn cần tìm một tuyến đường thay thế đến đích của tôi ,you need to find an alternate route to my destination
4508,play_music,Chơi danh sách phát được chơi nhiều nhất của tôi ,play my most played playlist
5054,news_query,Nói cho tôi biết về tin tức chính trị mới nhất ,tell me about the latest politics news
9967,cooking_recipe,Cách tốt nhất để nấu mì ống là gì ,what's the best way to cook pasta
6847,alarm_set,"Đặt báo thức vào thứ Tư, vì vậy tôi có thể đăng ký chương trình chấp nhận sớm ",set an alarm on wednesday noon so i can register for early adopters program
7217,calendar_query,Vui lòng kiểm tra và cho tôi biết về những lời nhắc nhở tôi đã đặt ngày hôm nay ,please check and tell me about the reminders i have placed today
7283,calendar_remove,Xóa một nửa cuộc hẹn của tôi ,remove my one thirty appointment
4396,audio_volume_up,olly xin hãy lên tiếng ,olly please speak up
8561,calendar_query,Kiểm tra lịch của tôi cho tôi ,check my calendar for me
16418,email_sendemail,Vui lòng gửi email đến chú John nói với anh ta rằng tôi sẽ ở đó ,please send an email to uncle john telling him that i will be there
1725,weather_query,Điều gì sẽ là điều kiện của thời tiết bảy ngày tới ,what will be the condition of weather next seven days
9274,play_radio,Chơi Radio vào chín trăm chín mươi chín FM ,play the radio on nine hundred and ninety nine fm only
12929,transport_query,Vui lòng truy cập GPS để hướng dẫn tôi ,please access gps to direct me
15576,social_post,Gửi Tweet qua tin nhắn đến Cardinal Cafe và cho họ biết dịch vụ khách hàng của họ là nổi bật ,send tweet via message to cardinal cafe and tell them their customer service is outstanding
7674,calendar_set,Đặt lời nhắc cho cuộc họp sắp tới ,set the reminder for upcoming meeting
8103,calendar_set,Đánh dấu lịch của tôi là không có sẵn ngày hôm nay ,mark my calendar as unavailable today
11248,lists_createoradd,ra khỏi danh sách ,list out
16935,email_querycontact,Hiển thị số văn phòng của Johns ,show johns office number
13247,general_quirky,Tôi muốn bạn đưa ra câu trả lời cho câu hỏi ,i would like you to come up with the answer to the question
6866,calendar_query,Các sự kiện theo lịch trình tiếp theo là gì ,what are next scheduled events
2750,iot_coffee,Tôi cần một tách cà phê ,i need one cup of coffee
6591,general_quirky,Bắt đầu một cuộc thảo luận nhỏ ,start a small discussion
12460,transport_query,Mở tuyến tàu ,open train routes
11436,play_music,Chơi những bài hát trẻ em ,play kids songs
1539,takeaway_query,Mấy giờ tôi có thể nhặt thức ăn của mình ,what time can i pick up my food
12393,transport_query,Chỉ cho tôi hướng của vị trí này ,show me the direction of this location
2581,audio_volume_mute,chế độ im lặng ,silent mode
11653,recommendation_locations,những gì xung quanh ,whats around
9536,play_radio,Điều chỉnh vào trạm FM tiếng Anh gần nhất ,tune into the nearest english fm station
544,general_joke,cho tôi biết một trò đùa bẩn thỉu ,tell me a dirty joke
12180,transport_taxi,Tôi cần một uber đến vị trí hiện tại của tôi ,i need a uber to my current location
11726,recommendation_locations,Đặt phòng cho hai người tại Vườn Olive ,make a reservation for two at olive garden
12843,transport_taxi,Đặt một chiếc taxi đến sân bay cho tôi vào buổi tối ,book a taxi to airport for me in the evening
12658,transport_query,Làm thế nào để tôi lấy từ nhà của tôi đến mục tiêu cùng tôi bốn mươi ,how do i get from my house to the target along i forty
2153,play_music,foke yêu thích ,favorite foke
17070,email_query,Tôi có một email mới từ Sandy không ,do i have a new email from sandy
7033,alarm_set,Đặt báo thức nhắc nhở cho cuộc họp của tôi với đại lý tối nay ,set a reminder alarm for my meeting with the agent this evening
5924,audio_volume_down,Vui lòng giảm âm lượng ,please lower the volume
13420,qa_definition,Xác định Schadenfreude. ,define schadenfraude
805,audio_volume_down,ok google Hạ tất cả âm lượng trên loa xin vui lòng ,ok google lower all volume on speakers please
11753,recommendation_locations,Olly giới thiệu một nhà hàng với chi phí trung bình ,olly recommend a restaurant with medium expense
11591,recommendation_movies,Đề xuất một bộ phim với Justin Bieber ,recommend a movie with justin bieber
5681,iot_hue_lightoff,đèn tắt ,lights turn off
15501,social_post,Tôi có một khiếu nại ,i have a complaint
11868,recommendation_events,Tìm cho tôi một sở thú hoặc công viên động vật ở Chicago mở cửa vào cuối tuần này ,find me a zoo or animal park in chicago that open this weekend
10991,lists_query,Tôi có những danh sách nào tôi chưa cập nhật theo cách này hay cách khác trong tuần qua ,what lists do i have that i haven't updated one way or another in the past week
9495,play_radio,Vui lòng chơi kênh tin tức để tôi có thể nghe một số tin tức ,please play the news channel so that i can hear some news
8721,calendar_set,Thêm kế hoạch ăn tối vào lịch của tôi ,add dinner plans to my calendar
16632,email_sendemail,Bạn sẽ gửi email đến địa chỉ email mới này ,will you send an email to this new email address
16636,email_query,Hôm nay tôi có bao nhiêu email từ công việc ,how many emails do i have from work today
16757,email_query,Tôi có email mới nào không ,do i have any new email
11113,lists_query,Tôi muốn nghe danh sách của tôi ,i would like to hear my lists
2173,general_quirky,Tại sao nó rơi rất nhiều trong thành phố của tôi ,why is it snowing so much in my city
7337,calendar_query,Những gì trên lịch của tôi vào ngày mai ,what's on my calendar tomorrow
5254,play_music,Bắt đầu chơi trẻ em bằng mgmt ,start playing kids by mgmt
15605,social_post,Chúc tất cả bạn bè của tôi về facebook chào buổi sáng ,wish all my friends of facebook good morning
8887,calendar_set,cảnh báo cho tôi hai giờ trước cuộc họp của tôi vào thứ ba với khách hàng đang diễn ra lúc mười giờ sáng ,alert me two hours before my meeting on tuesday with client happening at ten in the morning
15144,social_post,Lấy trạng thái được đăng cho các mục sau ,get the status posted for the following
2463,iot_hue_lightoff,tắt đèn ,turn off the lights
12909,transport_query,Tàu sẽ đến muộn hôm nay ở New York ,will the train be late today in new york
8082,calendar_query,thời gian cuộc họp bắt đầu ,the time the meeting start
5510,datetime_convert,sự khác biệt thời gian giữa ở đây và ở đó là gì ,what is the time difference between here and there
1373,audio_volume_up,bạn có thể nói to lên không ,could you speak up
12568,transport_query,Làm cách nào để tôi đến Dunkin Donut ở Atlantic City NJ ,how do i get to dunkin donut in atlantic city nj
4621,iot_hue_lightdim,Đèn dưới bây giờ ,lower lights now
104,news_query,nói với tôi tin tức bbc ,tell me bbc news
13753,qa_stock,Giá hàng ngày của Johnson và Johnson Stock là bao nhiêu ,what is the daily price of johnson and johnson stock
14660,qa_factoid,lục địa lớn nhất thế giới là gì ,what is the largest continent in the world
7245,calendar_query,Khi nào cuộc họp nhóm sẽ bắt đầu ,when will team meeting start
531,news_query,Tin tức thế giới mới nhất là gì ,what are the latest world news
273,music_query,bài hát là gì ,what is the song
8531,recommendation_events,Tìm sự kiện địa phương ,find local events
7587,calendar_set,xin vui lòng nhắc tôi tại đồng hồ ,please remind me at clock
15441,social_post,Tweet @companyname mà tôi không nhận được đơn hàng đúng hạn ,tweet @companyname that i did not receive my order on time
9503,play_radio,Chương trình được ghi có thể được lắng nghe vào những ngày trong tương lai ,recorded program may be listened on future days
12132,transport_query,Chuyến tàu tiếp theo tại Công viên Westcombe là gì ,what's the next train at westcombe park
7649,calendar_remove,Xóa tất cả các sự kiện từ Lịch ,clear all events from calendar
12216,transport_ticket,Đặt vé máy bay để ,book a plane ticket to
422,news_query,Những tin tức mới nhất là gì ,what are the latest news
2968,play_music,Chơi Joy Division. ,play joy division
759,music_query,Tìm cho tôi bài hát hiện đang chơi ,find me the song currently playing
7837,calendar_remove,xóa hết ,delete all
3908,play_music,Tôi muốn chơi những bài hát rock bằng Ozzy Osbourne ,i want to play rock songs by ozzy osbourne
10408,play_game,Tôi muốn chơi trò chơi cuộc sống với bạn ,i want to play the game of life with you
2305,iot_coffee,bạn có thể sửa cho tôi một ít cà phê ,could you fix me some coffee
10661,lists_createoradd,Tạo một hàng tồn kho mới ,generate a new inventory
13052,qa_factoid,Trevor Noah cao bao nhiêu ,how tall is trevor noah
16227,query,Email chưa đọc ,unread emails
13755,qa_definition,Cái này là cái gì ,what is this
5343,weather_query,Nó sẽ là nắng vào thứ Sáu ,will it be sunny on friday
6930,calendar_set,Tôi muốn thêm một sự kiện vào lịch của tôi ,i want to add an event to my calendar
1864,alarm_query,Báo động nào đang ở ngay bây giờ ,what alarms are on right now
14202,qa_stock,Dow Jones lúc hôm nay là gì ,whats the dow jones at today
13456,qa_factoid,Khi bạn yêu cầu nó lên lịch một cuộc hẹn mà nó có thể gửi email cho người cụ thể và cung cấp ngày có sẵn từ lịch của bạn ,when you ask it to schedule an appointment that it can email the specific person and provide available dates from your calendar
8003,calendar_remove,Hủy cuộc họp của tôi vào thứ Sáu ,cancel my meeting for friday
11892,recommendation_events,Có sự kiện nào xảy ra trong thị trấn không ,are there any events happening in town
7905,calendar_set,Mở lịch lịch lịch sự kiện sự kiện ,open calendar schedule event meeting
621,news_query,Những tranh cãi mới nhất trên Donald Trump là gì ,what is the latest controversy on donald trump
14835,qa_stock,Giá cổ phiếu hiện tại của Samsung là bao nhiêu ,what is the current stock price of samsung
10871,lists_createoradd,Thêm đón trẻ em từ trường học vào danh sách để làm của tôi cho ngày hôm nay ,add pick up kids from school to my to do list for today
17066,email_sendemail,Trả lời email nhận được từ Mark ,reply to the email received from mark
3442,datetime_query,Hai mươi giây là vào ngày nào trong tuần ,the twenty second is on what day of the week
16826,email_querycontact,tìm vợ tôi ,find my wife
6138,weather_query,tôi có cần đeo ủng không ,do i need to wear boots
4064,query,Nơi này có takeaway không ,does this place do takeaway
10917,lists_remove,Bạn có thể xóa danh sách cuối cùng cho tôi không ,can you remove the last list for me
13204,qa_definition,thứ gì đó ,something
5044,iot_hue_lightdim,Alexa xin vui lòng tắt đèn trong phòng khách ,alexa please turn down the lights in the living room
7750,calendar_set,Mỗi thứ hai khác nhắc nhở tôi lấy ra tái chế ,every other monday remind me to take out the recycling
12222,traffic,lưu lượng truy cập như thế nào ,what is the traffic like
3540,play_music,Bạn có thể chơi phép thuật của Bruno Mars không ,can you play magic by bruno mars
17025,email_sendemail,Tạo một email cho mẹ và hỏi về thời tiết tuần này ,create an email to mom and ask about this week's weather
236,alarm_query,Tôi có một bộ báo động cho chuyến bay buổi sáng ,do i have an alarm set for morning flight
6624,general_quirky,hẹn hò ,dating
11280,play_podcasts,Bắt đầu tập tiếp theo của podcast bạn bè ,start the next episode of the friends podcast
15139,social_query,Tôi có thích mới không ,do i have new likes
12084,recommendation_events,Có bất kỳ hoạt động văn hóa nào xảy ra ở New York ,are there any cultural activities happening in new york
5067,music_settings,Đặt bài hát cuối cùng để lặp lại ,put the last song on repeat
3601,calendar_set,nhắc nhở tôi tại một PM ,remind me at one pm
7085,calendar_set,nhắc tôi sau ,remind me later
15285,social_query,Có gì mới trên tài khoản Facebook của tôi ,what's new on my facebook account
5506,alarm_query,Nói cho tôi biết nếu báo thức của tôi được đặt cho buổi sáng ,tell me if my alarm is set for the morning
3826,music_query,olly những gì đang chơi ngay bây giờ ,olly what's this playing right now
14375,qa_factoid,nó có đúng là phòng tập thể dục là bảy dặm ,is it true the gym is seven miles away
283,weather_query,Bạn có mong đợi mặt trời vào Chủ nhật ,do you expect sun on sunday
10566,lists_remove,Xóa danh sách mới nhất của tôi ,remove my latest list
7487,calendar_query,Hãy cho tôi một danh sách tất cả các lời nhắc của tôi ,give me a list of all my reminders
10409,play_game,chúng ta sẽ chơi bài xì phé ,we are going to play poker together
15447,social_post,Tôi muốn tweet một khiếu nại về các vấn đề về điện thoại của Apple ,i want to tweet a complaint on apples phone issues
10511,lists_query,Hãy cho tôi biết những gì còn lại trên truy vấn của tôi ,let me know what is remaining on my query
1116,play_music,Chơi danh sách phát Kanye West ,play kanye west playlist
4628,weather_query,Ngày mai trời sẽ mưa lúc mấy giờ ,what time will it rain tomorrow
5892,weather_query,Dù ở Anh có lạnh không ,whether in uk is cold
13538,general_quirky,bạn có thể mô tả những gì cô ấy đang mặc trong bộ phim đó ,can you describe what she was wearing in that movie
13605,qa_definition,Làm thế nào bạn sẽ mô tả một quả bóng tennis ,how would you describe a tennis ball
2659,music_likeness,Bài hát này là yêu thích của tôi ,this song is my favourite
2501,iot_wemo_off,Vui lòng tắt ổ cắm thông minh ,please turn off the smart socket
4666,news_query,CNN News. ,cnn news
5503,datetime_query,Thời gian hiện tại trong thị trấn quê hương của chúng ta là gì ,what is the current time in our home town
14988,qa_definition,Alexa máy tính là gì ,alexa what is computer
8488,calendar_set,Vui lòng đặt một sự kiện ở mười giờ sáng một tháng và hai ngày kể từ bây giờ để bán nhà để xe tại nhà tôi ,please set an event at ten am one month and two days from now to have a garage sale at my house
9708,play_music,Vui lòng chơi Jingle Bells trong thư mục Media ,please play jingle bells in media folder
12615,transport_ticket,Tôi cần đặt vé tàu Rajdhani từ Mumbai đến Ahmedabad ,i need to book rajdhani train ticket from mumbai to ahmedabad
16581,email_querycontact,Đây có phải là số điện thoại của chị em của tôi ,is this my sisters cellphone number
277,weather_query,Thời tiết ở Paris là gì ,what is the weather in paris
11123,lists_query,Hãy cho tôi biết các mục trên danh sách mua sắm của tôi ,tell me items that are on my shopping list
6669,general_quirky,Gợi ý cho tương lai ,suggestions for future
10745,lists_remove,Xóa mục đó ,delete that item
207,weather_query,nói với tôi thời tiết ở Thượng Hải ,tell me the weather in shanghai
11735,recommendation_movies,Olly là một bộ phim hay ,olly is swat a good movie
10794,lists_query,tất cả các danh sách của tôi là gì ,what are all my lists
3527,takeaway_order,Gần cửa hàng Pizza ,near pizza shops
9773,play_audiobook,Tiếp tục audiobook vui lòng ,resume audiobook please
5701,play_music,Bắt đầu danh sách phát của tôi ,start my play list
13008,general_quirky,Bạn có thể giải thích cho tôi những vấn đề khi Syria trở nên mạnh mẽ hơn Mỹ ,can you explain me the problems when the syria becomes more stronger than america
13062,qa_definition,Bạn có biết định nghĩa của trường học ,do you know the definition of school
5677,datetime_query,ngày nào trong tuần là tháng mười bốn ,what day of the week is november fourteenth
5825,music,đưa vào hàng đợi Badra Bahar tiếp theo của Amit Trivei ,put in next queue badra bahar by amit trivedi
6398,general_quirky,Bạn sử dụng loại hệ thống học tập nào ,what type of learning system do you use
890,play_music,Chơi một số nhạc êm dịu cho tôi ,play some calming music for me
5247,weather_query,tôi có cần mang áo khoác ngày hôm nay không ,do i need to bring a coat today
15502,social_post,Vui lòng tạo một tweet mới ,please create a new tweet
12371,transport_taxi,Đưa tôi đi đến bệnh viện ,get me a ride to hospital
14915,qa_factoid,Con sông nào ở Đức là lớn nhất ,which river in germany is the biggest
11396,play_podcasts,Chơi những thứ bạn nên biết ,play stuff you should know
5284,audio_volume_mute,Xin vui lòng bật tắt bản thân ,please unmute yourself
16139,email_query,Liệt kê các email đã nhận gần đây theo thứ tự bảng chữ cái ,list the received emails recently in alphabetical order
16809,email_query,Tôi đã nhận được bất kỳ email nào từ Shaun ,have i received any emails from shaun
14531,qa_definition,Xác định cái này ,define this
16253,email_querycontact,Alexa tra cứu thông tin hóa đơn ,alexa look up bill information
4713,alarm_remove,Đừng đánh thức tôi vào cuối tuần ,do not wake me up on weekends
16604,email_sendemail,Gửi email cho con gái ,send email to daughter
3354,weather_query,nó sẽ rơi vào tuyết ,is it going to snow
7652,calendar_set,Trước khi sự kiện này đặt thông báo ,before this event set notification
2813,iot_coffee,hãy để tôi lấy một tách cà phê ,let me get a cup of coffee please
16997,email_query,Có email nào từ danh bạ của tôi không ,is there any email from my contacts
13893,qa_factoid,Tôi muốn một số thông tin về John Lennon ,i want some information on john lennon
11756,recommendation_events,Đề nghị một sự kiện nếm rượu vang vào cuối tuần này ở Chicago ,recommend a wine tasting event this weekend in chicago
16348,email_sendemail,Trả lời email của John hôm nay nói rằng tôi sẽ bị trễ ,reply to john's email today saying i will be late
8209,calendar_query,Những ngày nào tôi sẽ làm việc đêm trong tháng ba ,which days will i be working nights in the month of march
1491,news_query,Đưa tôi tin tức từ Fox News ,get me the news from fox news
8503,calendar_query,Tôi có bao nhiêu lời nhắc nhở ,how many reminders do i have pending
2194,alarm_set,sửa một báo động ,fix an alarm
821,music_settings,Đặt danh sách phát trên shuffle ,put the playlist on shuffle
7395,calendar_query,Những sự kiện nào trong lịch trình của tháng này ,what events are on this month's schedule
10593,lists_createoradd,Tôi cần một danh sách các khách hàng của tôi ngày hôm nay làm cho một ,i need a list of my clients today make one
1536,datetime_convert,Bây giờ là mấy giờ ở Nhật Bản so với Hoa Kỳ ,what is time now in japan compared to usa
16753,email_query,Có bất kỳ email mới nào nhận được ,were any new emails received
16805,email_query,Email mới nhất của tôi là gì ,what are my newest emails
528,general_joke,trò đùa yêu thích của bạn là gì ,what's your favorite joke
7030,calendar_set,Thêm đêm giao thừa vào lịch ,add new year's eve to calendar
8187,calendar_set,Hãy cho tôi một ngày thông báo trước cuộc họp tiếp theo của tôi ,give me a days notice before my next meeting
3061,news_query,Tôi muốn biết báo cáo báo chí này là gì ,i want to know what is this newsource reporting
5428,datetime_query,Đề cập đến thời gian ở Canada bây giờ ,mention the time in canada now
14411,qa_currency,là tiền tệ tốt nhất để giao dịch ,is euro the best currency to trade
584,weather_query,Có bất kỳ cơ hội mưa trong tuần này ,is there any chances of rain this week
9813,play_audiobook,Chơi Swan Audiobook từ đầu tiên ,play the audiobook swan from first
8297,calendar_query,Khi nào là trò chơi Boston Red Sox tiếp theo ,when is the next boston redso game
1714,audio_volume_up,Nói to như bạn có thể ,speak as loud as you can
1075,iot_hue_lightdim,Bạn có thể tắt đèn bằng hai mươi phần trăm ,can you turn down the lights by twenty percent
13849,qa_currency,Bạn có thể cho tôi biết tỷ giá hối đoái cho tiền Canada ,can you tell me the exchange rate for canadian currency
13184,general_quirky,lên kế hoạch cho tôi một chuyến đi nghỉ lễ ,plan me a holiday trip
2938,play_music,Chơi danh sách phát gần đây nhất của tôi ,play my most recent playlist
16923,email_query,Có email nào mới đọc email yahoo ,is there any new unread yahoo email
3643,audio_volume_mute,Google xin hãy thêm yên tĩnh cho bé đang ngủ ,google please be extra quiet the baby is sleeping
4852,alarm_set,bạn có thể đặt báo thức của tôi không ,can you set my alarm
6611,general_quirky,Bắt đầu một cuộc trò chuyện với tôi về thể thao ,start a conversation with me about sports
1751,iot_hue_lightoff,Tắt tất cả các đèn ở bên phải ,off all the lights on the right side
12557,transport_traffic,Có bất kỳ sự chậm trễ nào trong việc đi lại của tôi ,are there are any delays on my commute
10727,lists_query,Tôi có danh sách gì ,what list do i have
5926,news_query,Tìm kiếm những tin tức mới nhất về iPhone ,search for the latest news about iphone
8000,calendar_remove,Vui lòng xóa ngày ăn trưa của tôi từ lịch trình thứ hai mươi ba tháng 3 ,please delete my lunch date from the march twenty third schedule
16578,email_query,sarah có một địa chỉ email mới được liệt kê ,does sarah have a new email address listed
3301,datetime_query,hôm nay ngày bao nhiêu ,what is todays date
1010,news_query,Kéo tin tức hôm nay từ CNN ,pull up today's news from cnn
8536,calendar_set,Nhắc nhở tôi điền vào mẫu đơn của trường đại học cứ sau hai ngày kể từ bây giờ ,remind me to fill college's application form every two days from now
4824,weather_query,Thời tiết vào cuối tuần này ,weather this weekend
9047,calendar_remove,Xóa ngày của tôi vào hai mươi thứ chín ,clear my day on the twenty ninth
8383,calendar_query,Tôi có bất kỳ sự kiện nào xảy ra vào cuối tuần này ,do i have any events going on this weekend
6247,general_quirky,Công việc của bạn là gì ,what do you do
4091,audio_volume_up,Tôi muốn âm lượng trên loa của tôi ,i want volume on my speakers
3564,news_query,Nói với những tin tức mới nhất về Trump ,tell the latest news about the trump
4110,iot_wemo_on,Bật ổ cắm thông minh của tôi trên ,turn my smart plug socket on
9634,play_radio,Vui lòng chơi buổi sáng vào chín mươi một điểm năm điểm một fm ,please play the morning show on ninety one point five point one fm
12482,transport_taxi,Tìm một chiếc taxi cho tôi ,find a taxi for me
350,takeaway_query,tìm hiểu xem nhà hàng có lệnh takeaway không ,find out if the restaurant does takeaway orders
12292,transport_ticket,Vé cho New York ,ticket for new york
17129,email_sendemail,Mở email cho người mới xin vui lòng ,open email to new person please
7019,calendar_remove,hủy bỏ sự kiện ngày Valentine từ lịch ,cancel the event valentine's day from the calendar
5719,audio_volume_mute,Bạn có thể đặt radio để tắt tiếng ,can you set radio to mute
8799,calendar_query,Bạn có thể vui lòng cho biết khi nào chúng tôi phải trả tiền bảo hiểm xe hơi ,could you please tell when we have to pay for car insurance
