ids,intents,sentences,sentence_orgin
7318,calendar_set,"Tôi phải ở Hawaii cho sự kiện sắp tới này, bạn có thể thêm điều này không ",i have to be in hawaii for this upcoming event can you add this
15118,qa_stock,Vui lòng kiểm tra xu hướng gần đây trong kho ,please check the recent trend in stocks
4431,query,Ngày nào là hai mươi giây ,what day is the twenty second
3165,play_music,Chơi bài hát đó tiếp theo ,play that song next
16823,email_querycontact,Chỉ cho tôi thông tin liên lạc của Derek ,show me derek's contact information
14119,qa_definition,xin vui lòng cho tôi biết định nghĩa về nhà ,please tell me the definition of home
6817,calendar_set,Olly tôi cần nhớ đến các cửa hàng trước khi họ đóng cửa ,olly i need to remember to get to the shops before they close
8375,calendar_set,Nhắc nhở báo động cho Lịch ,make alarm reminder for calendar
11806,recommendation_locations,Tôi có thể đi mua sắm ở đâu trong khu vực này ,where can i go shopping in this area
14625,qa_stock,cho tôi giá cổ phiếu của táo ,give me the stock price of apple
16645,email_querycontact,Tôi có một số cho Jerry không ,do i have a number for jerry
8040,calendar_set,Bạn có thể nhắc tôi một cái gì đó trong một thời gian ,can you remind me to something in sometime
6054,iot_hue_lightoff,Bạn có thể chắc chắn rằng đèn bếp tắt ,can you make sure the kitchen light is off
10325,play_game,Làm thế nào về một trò chơi rắn và thang ,how about a game of snakes and ladders
5717,audio_volume_mute,Vui lòng tắt tiếng tivi trong một giờ ,please mute the television for one hour
17007,email_query,Tôi có bất kỳ email mới nào trên hộp thư đến của mình không ,do i have any new emails on my inbox
2213,news_query,Nói cho tôi biết về cuộc đua tổng thống ,tell me about the presidential race
1842,weather_query,Là mặt trời sẽ tỏa sáng ở Devon vào cuối tuần này ,is the sun gonna shine in devon this weekend
3639,news_query,Nhận tin tức từ BBC ,get news from bbc
5451,weather_query,Có nắng bên ngoài không ,is it sunny outside
12080,recommendation_movies,Vui lòng kiểm tra các bộ phim đang chơi ở rạp gần đó ,please check on the movies playing in theaters nearby
13378,general_quirky,cho tôi biết làm thế nào để tạo ra một ý chí ,tell me how to create a will
5310,play_music,hey olly chơi các bài hát từ danh sách phát của tôi tên là những giai điệu hay ,hey olly play the songs from my playlist named good tunes
11887,recommendation_locations,nhà hàng cửa hàng tốt nhất là gì xung quanh thiên thần ,what is the best shop restaurant around angel
10861,lists_remove,Vui lòng xóa mục A khỏi danh sách của tôi ,please remove item a from my list
13764,qa_factoid,Tim Burton ly hôn Helena vào năm nào ,what year did tim burton divorce helena
13817,qa_stock,Cổ phiếu lên hoặc xuống cho Walgreen ,stock up or down for walgreens
16824,email_query,tôi đã nhận được một email từ sarah ,did i get an email from sarah
10252,play_game,Chơi trò chơi Super Mario Brothers với tôi ,play super mario brothers game with me
8485,calendar_query,Cuộc họp ACME bắt đầu vào thứ Sáu lúc mấy giờ ,what time does the acme meeting start on friday
8298,calendar_query,Trò chơi Boston Red Sox đang chơi ở đâu ,where are the boston redso game playing next
14521,qa_definition,Vui lòng mô tả về lò vi sóng ,please describe about microwave
7899,calendar_query,những gì đang xảy ra ngày hôm nay từ ba đến bốn giờ chiều ,what is happening today between three and four pm
1873,music_likeness,Alexa bài hát tuyệt vời cho việc đi lại ,alexa great song for the commute
6521,general_quirky,cho tôi biết câu trả lời của bạn ,tell me your answer
6124,news_query,Tin tức mới nhất từ T Mobile là gì ,what's the latest news from t mobile
16009,email_query,cho tôi thông báo khi tôi nhận được bất kỳ tin tức nào từ starbucks tôi đã áp dụng cho ,give me notifications when i get any news from the starbucks i applied to
723,alarm_set,lên lịch báo thức để đánh thức tôi dậy sau ba giờ ,schedule an alarm to wake me up after three hours
4407,play_music,Chơi Album ,play album
9847,play_audiobook,Chơi album Audiobook. ,play album audiobook
9464,play_radio,Chơi chương trình sức khỏe trên điện thoại di động của tôi ,play the health show on my cell phone
12023,recommendation_events,Những sự kiện nào được lên kế hoạch cho cuối tuần này trong khu vực của tôi ,what events are scheduled for this weekend in my area
1243,general_joke,Tìm một trò đùa trong kho tiền của bạn và nói với tôi ,find a joke in your vault and tell me
3817,play_music,Chơi bài hát đầu tiên trong album tiếp theo ,play first song on next album
16798,email_query,Đọc tất cả các email mới xin vui lòng ,read all new emails please
15499,general_quirky,Quá riêng tư ,too private
14686,qa_factoid,Thủ đô của Jordan là gì ,what is the capital of jordan
8052,calendar_set,Khi nào là sinh nhật của chồng tôi trong năm nay ,when is my husband's birthday this year
9063,calendar_set,Thêm sinh nhật Lee vào lịch vào hai mươi hai tháng sáu ,add lee's birthday to the calendar on twenty two june
12708,transport_query,hướng ,directions
17172,email_query,Kiểm tra email từ ai đó ,check emails from someone
9547,play_radio,Bật radio đến một trạm cổ điển ,turn on the radio to a classical station
7166,calendar_query,giúp tôi biết chi tiết về Oscar sắp tới hai nghìn và mười bảy ,get me the details of upcoming oscar two thousand and seventeen
12530,transport_query,Mấy giờ tàu cuối cùng đến Chicago ,what time is the last train headed to chicago
16365,email_query,Tôi có thông báo email nào ,what email notifications do i have
6538,news_query,tin địa phương ,local news
14220,qa_definition,Vui lòng xác định từ ,please define word
1896,iot_hue_lightoff,Tắt đèn phòng ngủ ,switch off bedroom light
9185,recommendation_events,Tìm kiếm các sự kiện trong khu vực Chicago ,search for events in the chicago area
1908,takeaway_query,Tình trạng đặt hàng nhà hàng của tôi ,status of my restaurant order
16321,email_sendemail,Trả lời lại cho Bob Smith ,reply back to bob smith
995,play_music,Tôi muốn nghe irene ,i want to listen irene
8438,general_quirky,Nói cho tôi biết thêm về lễ hội ngày Nhật Bản ,tell me more about the japan day festival
16366,email_query,Ai đã gửi email cho tôi gần đây ,who's emailed me recently
16858,email_query,email trong giờ cuối cùng ,emails in the last hour
16011,email_query,Có email nào tôi chưa đọc ,are there any emails i haven't read yet
14311,qa_stock,Cho tôi xem giá cổ phiếu của Amazon ,show me share price of amazon
1025,takeaway_query,Nói cho tôi biết nếu vườn ô liu cho phép takeaway ,tell me if the olive garden allows takeaway
10516,lists_query,Vui lòng cho tôi xem danh sách ,please show me lists
15236,news_query,cho tôi biết những tin tức mới nhất về xu hướng của tuần này ,tell me the latest trending news of this week
248,news_query,Tin tức Olly Hacker. ,olly hackernews
9893,play_audiobook,mở hai tòa tháp ,open the two towers
3355,weather_query,Sẽ có sương mù vào buổi sáng ,is there going to be fog in the morning
15423,social_post,Tôi muốn đăng trên facebook ,i want to post on facebook
12700,transport_traffic,Giao thông sáng nay là gì ,what's the traffic this morning
8473,calendar_set,Thêm bữa tiệc sinh nhật của Jane tại một trăm hai mươi ba chính cho hai giờ chiều vào ngày mai trên lịch của tôi ,add jane's birthday party at one hundred and twenty three main for two pm tomorrow on my calendar
824,weather_query,ok google thời tiết hôm nay là gì ,ok google what is the weather where i am at today
8334,calendar_remove,Xóa lịch của tôi ,clear up my calendar
6335,general_quirky,Olly bạn sẽ không bao giờ đoán được những gì đã xảy ra sớm hơn ngày hôm nay ,olly you'll never guess what happened earlier today
14522,qa_definition,định nghĩa của pwd là gì ,what is the definition of pwd
15244,social_post,Chia sẻ với Twitter. ,share with twitter
15916,email_query,Hiển thị email mới nhất ,show latest emails
1835,music_query,Nói cho tôi biết ca sĩ của bài hát này ,tell me the singer of this track
7038,calendar_set,Xin chào Google đưa tôi đến Lịch Google xin vui lòng ,hello google take me to google calendar please
4207,weather_query,Tôi sẽ cần phải mặc áo khoác ngày hôm nay ,will i need to wear a coat today
1916,iot_coffee,Cà phê đã sẵn sàng chưa ,is the coffee ready
7344,calendar_remove,Xóa tất cả các sự kiện lịch ,erase all calendar events
3206,play_music,Tôi muốn nghe Face Poker của Lady Gaga ,i'd like to listen to poker face by lady gaga
9231,play_radio,Đồng minh Vui lòng chơi Pandora Radio ,ally please play pandora radio
874,iot_hue_lightoff,tắt đèn trong phòng ngủ ,switch the light off in bedroom
11034,lists_createoradd,Tạo danh sách mới ,create new list
15522,social_post,Gọi cho tế bào khách hàng qua email ,call the customer cell through email
2371,iot_hue_lightup,bật sáng lên ,turn the lights up
10074,cooking_recipe,Bao lâu bạn nấu một quả trứng dễ dàng ,how long do you cook an egg over easy
7406,calendar_set,Đặt lặp lại sự kiện tập thể dục trong lịch ,set repeating event gym day on calendar
12218,transport_ticket,Tôi cần một vé máy bay ,i need a plane ticket
12697,transport_query,Khi nào là chuyến tàu tiếp theo đến ga Union từ Grand Central Station ,when is the next train arriving to union station from grand central station
14789,qa_currency,là một peso trị giá nhiều hơn một đô la ,is a peso worth more than a dollar
2570,iot_hue_lightoff,tắt đèn bây giờ ,turn the lights off now
3974,news_query,cho tôi số liệu thống kê dân số mới nhất cho Donald Trump ,give me the latest population statistics for donald trump
16542,email_query,Tôi đã nhận được bất kỳ email nào từ mẹ gần đây ,have i gotten any emails from mom lately
3348,news_query,Đọc cho tôi trang nhất của Thời báo New York ,read me the front page of the new york times
7419,calendar_set,Ngày gia đình thứ hai này ,family date this monday
10065,cooking_recipe,Những loại gia vị trong thực phẩm Ấn Độ ,what spices are in indian food
13253,qa_maths,căn bậc hai của một trăm bốn mươi tám nghìn năm trăm tám mươi bảy ,what is the square root of one hundred and forty eight thousand five hundred and eighty seven
492,general_joke,một trò đùa ngớ ngẩn bạn biết không ,whats a silly joke you know
1143,play_music,Chơi danh sách phát buồn của tôi ,play my sadness playlist
2444,iot_coffee,pha cà phê của tôi ,brew my coffee
3977,alarm_set,báo động tôi lúc tám giờ sáng ,alarm me at eight am
13995,qa_currency,Đô la Mỹ tương đương với một Euro là bao nhiêu ,what is the us dollar equivalent of one euro
11870,recommendation_movies,Những bộ phim hiện tại đang chơi trong khu vực của tôi là gì ,what are the current movies playing in my area
9508,play_radio,Quét đài phát thanh cho Howard Stern ,scan the radio for howard stern
12112,recommendation_events,Bất kỳ bộ phim hay nào được phát hành gần đây trong rạp chiếu phim ,any good drama released recently in the cinema
1737,iot_hue_lightdim,hạ thấp ánh sáng của hội trường ,lower the light of hall percent
6441,general_quirky,Ghi lại những gì đã xảy ra ngày hôm nay ,record what happened today
3792,audio_volume_mute,Tôi cần tắt tiếng loa ,i need to mute the speaker
3902,play_music,Bắt đầu thức ăn âm nhạc vệ tinh ,start the satellite music feed
11237,lists_createoradd,Tôi cần thêm chuối vào danh sách tạp hóa của mình ,i need to add bananas to my grocery list
5931,news_query,Tôi cần những câu chuyện gần đây nhất từ Tin tức Yahoo ,i need the most recent stories from yahoo news
13479,cooking_query,Tôi cần một công thức cho đùi gà cho nồi áp suất của tôi ,i need a recipe for chicken thighs for my pressure cooker
9602,play_radio,Chơi đài phát thanh POP ,play the radio station pop
13114,qa_factoid,xin vui lòng cho tôi địa chỉ của căn hộ Salman Khan ,please give me address of salman khan apartment
14200,qa_factoid,Người nổi tiếng nào có nhiều khả năng theo dõi tôi trên Twitter ,which celebrity is most likely to follow me back on twitter
3728,play_music,Google tìm và chơi Florida Georgia Line One With Nelly ,google find and play florida georgia line the one with nelly
7416,calendar_set,Lặp lại lời nhắc cho các cuộc hẹn của tôi cho Giáng sinh ,repeat reminder for my appointments for christmas
5238,news_query,Hiển thị tin tức mới nhất về di chuyển ,show latest news about migration
10607,lists_query,Đếm số lượng các mặt hàng thực phẩm trong danh sách ,count the number of food items on the list
10842,lists_query,Tôi có danh sách của tôi đúng những gì họ ,i have my lists right what are they
11684,recommendation_events,Tôi muốn biết các sự kiện xảy ra xung quanh đây ,i would like to know the events happening around here
16676,email_sendemail,Gửi email mới đến joejoe @ gmail dot com ,send new email to joejoe@gmail dot com
14455,qa_factoid,Tìm khu vực ,find area
7212,calendar_set,nhắc nhở tôi một giờ trước cuộc họp làm việc tiếp theo của tôi ,remind me an hour before my next work meeting
2068,audio_volume_other,mức âm lượng ,volume level
10386,play_game,Chúng ta có thể chơi hai mươi câu hỏi không ,can we play twenty questions
3953,play_music,Chơi bị tổn thương bởi Johnny Cash Next ,play hurt by johnny cash next
16347,email_sendemail,nhắn tin cho mẹ chồng tôi để đặt phòng trước thứ Sáu hoặc họ sẽ hết hạn ,message my mother in law to book the reservations before friday or they will expire
7160,calendar_set,Nhắc nhở điều này sau hai ngày ,remind this after two days
15412,social_post,Gửi yêu cầu đến công ty này để được hoàn lại tiền ,send a request to this company to receive a refund
10587,lists_query,Cái gì trong danh sách này ,what is on this list
6579,general_quirky,Những giấc mơ ,dreams
10789,lists_remove,Xóa mục từ danh sách ,erase item from list
13807,qa_factoid,Ryan Reynold có bao nhiêu răng ,how many teeth does ryan reynolds have
5366,news_query,Google tìm kiếm chủ đề ,google search the topic
13014,general_quirky,Chỉ cho tôi một video về Mobile Mobile ra mắt năm nay ,show me a video about new mobile launches this year
4669,takeaway_query,Tình trạng của thứ tự thực phẩm của tôi là gì ,what is the status of my food order
6016,news_query,Thống đốc đã ban hành hóa đơn tội phạm mới chưa ,has the governor enacted the new crime bill yet
13233,qa_maths,Bạn có thể thêm vào mười ba cộng với năm cộng với chín cho tôi ,can you add up thirteen plus five plus nine for me
5431,iot_hue_lightoff,đưa đèn ra ,put out the lights
481,datetime_query,Bây giờ là mấy giờ ,what time is it in the other time zones
3617,takeaway_query,Có bất kỳ takeaways xung quanh đây ,are there any takeaways around here
2210,news_query,Tin tức cho ngày hôm nay từ nhà cung cấp tin tức là gì ,what was the news for today from news provider
12907,transport_taxi,xin vui lòng gửi một chiếc taxi đến nhà tôi ,please send a taxi to my house
577,play_music,Chơi một đến mười trong danh sách ,play one through ten on list
2331,weather_query,thời tiết bây giờ là gì ,what is the weather right now
2833,iot_cleaning,Bắt đầu chân không lúc chín giờ sáng ,start the vacuum at nine am
16469,email_addcontact,Tôi cần bạn thêm email này vào danh bạ của tôi ,i need you to add this email in my contacts
1603,alarm_query,Kiểm tra xem tôi đã đặt bất kỳ báo động nào cho sáng mai ,check whether i have set any alarms for tomorrow morning
10849,lists_remove,Cởi bỏ danh sách này ,take off this list
12709,transport_taxi,Đặt một uber trong một giờ kể từ bây giờ ,book an uber for one hour from now
15344,social_query,cho tôi một số bài viết facebook hài hước ,give me some funny facebook posts
11934,recommendation_locations,Có bất kỳ cửa hàng dược phẩm nào gần đó ,are there any pharmacy store nearby
15544,social_post,tweet khiếu nại với công ty này ,tweet complaint to this company
15808,email_query,Olly có Robert gửi email cho tôi chưa ,olly has robert emails me yet
9810,play_music,Vui lòng chơi Album Jennifer Lopez ,please play jennifer lopez album
526,general_joke,nói với tôi trò đùa ngẫu nhiên ,tell me random joke
2642,news_query,Có bất cứ điều gì khác ngày hôm nay về chỗ trống ,is anything different today about blank
916,datetime_query,Xin vui lòng cho tôi biết mấy giờ rồi ,please tell me what time it is
7658,calendar_set,Alexa là gì trên lịch của tôi cho ngày hôm nay ,alexa what is on my calendar for today
13278,qa_factoid,Tóc được tạo thành từ những gì ,what is hair made up of
10435,createoradd,Tạo một danh sách mới để làm ,create a new to do list
14777,qa_stock,Giá cổ phiếu hiện tại của Alexa AMD ,alexa amd's current stock prices
3040,news_query,Xu hướng các chủ đề tin tức nóng ,trending hot news topics
12075,recommendation_locations,nhà hàng tốt nhất ở đâu ,where is the closest good restaurants
12305,transport_query,Tìm kiếm các chuyến tàu rời khỏi tối nay cho London ,search for trains leaving tonight for london
17003,email_query,Hiển thị email về hợp đồng ,show emails about contract
12684,transport_query,Bạn có thể tìm một chuyến tàu trở về nhà vào khoảng bảy giờ chiều ,could you find a train back home at around seven pm
15235,social_post,Xin chào Google đăng trạng thái hiện tại của tôi trên Twitter đề cập đến một chuyến đi tuyệt vời đến Paris với bạn bè và gia đình ,hello google post my current status on twitter mentioning a great trip to paris with friends and family
13642,qa_definition,Vui lòng xác định văn bản ,please define textual
12387,transport_query,Khi nào chuyến tàu cuối cùng từ nơi làm việc rời đi ,when does the last train from work leave
14957,qa_factoid,Địa lý xin vui lòng ,geography please
5705,play_music,Hãy để tôi nghe danh sách phát bài hát rock hàng đầu của tôi ,let me listen to my top rock songs playlist
11195,lists_createoradd,Thêm cà phê vào danh sách tạp hóa ,add coffee to the grocery list
6437,general_quirky,Hôm nay tôi đã tìm kiếm trên điện thoại của mình và không thể tìm thấy nó olly ,today i searched all over for my phone and couldn't find it olly
7529,calendar_set,vui lòng thêm sinh nhật của tôi ,please add my birthday
11822,recommendation_locations,Cửa hàng Olly tên trong vòng mười dặm bán kính với âm nhạc ,olly name stores within ten mile radius with music
16827,email_querycontact,Email của vợ tôi là gì ,what is my wife's email
16341,email_query,Tôi đã nhận được bất kỳ email nào từ Beth ,have i received any emails from beth
3339,weather_query,Thời tiết như thế nào ,what's the weather like
2199,datetime_query,Mùa hè bắt đầu vào tuần nào trong năm nào ,what week of the year does the summer season start
2793,play_music,đặt điên bởi britney spears trên ,put crazy by britney spears on
3755,news_query,Tôi có thể nhận được một bản tóm tắt những gì đang xảy ra với Sprint ngay bây giờ ,can i get a recap of what is going on with sprint right now
13057,qa_maths,phương trình tuyến tính là gì ,what is the linear equation
5482,audio_volume_down,olly cắt giảm âm lượng ,olly cut down the volume
11254,lists_createoradd,Vui lòng cập nhật danh sách với mục mới ,please update list with new item
7642,weather_query,cho tôi thấy dự báo thời tiết trong ba ba ngày tới ,show me the weather forecast for the next three three days
1624,alarm_set,đặt thời gian ,set the time
15372,social_post,"Gửi Tweet đến @Bobburger, họ đã vặn vẹo đơn hàng của tôi và tôi phải đợi thêm một giờ ",send tweet to @bobburgers they screwed up my order and i had to wait an extra hour
5918,iot_hue_lightdim,làm giảm ánh sáng ,attenuate the lights
6966,calendar_query,Làm thế nào cho tôi tất cả những lời nhắc nhở đang chờ xử lý của tôi ,how me all my pending reminders
15084,qa_factoid,olly tìm cho tôi bạn gái hoàn hảo ,olly find me the perfect girlfriend
5695,datetime_query,bạn có thể cho tôi thời gian ở New Delhi ,can you give me the time in new delhi
7384,calendar_set,Lập danh sách nhân viên quản lý cho cuộc họp tháng 10 của Twentieth ,make a list of management staff for the twentieth october meeting
5649,weather_query,Hỏi về thời tiết hôm nay sáng ,ask for the weather today morning
7307,calendar_remove,Xóa tất cả các sự kiện trong tháng này ,clear all events for this month
16004,email_sendemail,"Này, tôi muốn gửi email cho bạn tôi ",hey i want to send an email to my friend
6022,weather_query,Có phải là một buổi tối mềm tối nay ,is it a soft evening tonight
1441,play_music,Chơi tất cả các bài hát indie pop ,play all indie pop songs
4306,play_music,Chơi bài hát David Bowie Major Tom ,play the david bowie song major tom
10617,lists_createoradd,Một danh sách mới sẽ được tạo vào ngày mai ,a new list to be created by tomorrow
4270,iot_coffee,Cho tôi một ly cà phê ,i would like a cup of coffee
1597,iot_cleaning,Bắt đầu Roomba. ,start roomba
4704,audio_volume_up,Tôi cần nghe âm thanh trên loa của mình ,i need to hear sound on my speakers
9226,play_radio,Chơi cho tôi một kênh radio cho âm nhạc trance ,play me a radio channel for trance music
239,weather_query,Có mưa ở Barcelona không ,is it raining in barcelona
4643,iot_hue_lightdim,Tôi muốn căn phòng ít sáng hơn ,i want the room to be less bright
7133,calendar_remove,Tôi không còn tham dự đám cưới vào thứ mười vì vậy hãy loại bỏ nó khỏi lịch của tôi ,i am no longer attending the wedding on the tenth so remove it from my calendar
5901,iot_hue_lightoff,bạn có thể tắt đèn không ,could you turn off light
16414,email_query,Mở email Kiểm tra tin nhắn ,open email check messages
5446,play_music,Tôi muốn nghe bài hát đó ,i want to hear that song
5749,datetime_query,"Vào ngày thứ tám tháng 11, hôm thứ Hai hoặc một ngày nào đó ",is on eighth november there is monday or some other day
10826,lists_remove,Danh sách xóa OLLY cho cửa hàng tạp hóa ,olly delete list for groceries
11657,recommendation_movies,Thời gian hiển thị của logan là gì ,what are the show times of logan
8006,calendar_set,Oliver sẽ gửi cho tôi một email vào thứ năm và vui lòng thiết lập một cuộc hẹn lịch cho cuộc họp của chúng tôi dựa trên ngày anh ta sẽ cung cấp cho email đó ,oliver will send me an email on thursday and please set up a calendar appointment for our meeting based on the date he will provide on that email
620,datetime_query,Thời gian núi hiện tại là gì ,what is the current mountain time
4860,news_query,thả tôi với những tin tức mới nhất ,drop me with latest news
2172,news_query,Các thành phố bị ảnh hưởng bởi trận động đất là gì ,what were the cities affected by the earthquake
2433,takeaway_query,những gì đang xảy ra với đơn đặt hàng của tôi ,what is happening to my order
10257,play_game,muốn chơi một trò chơi ,want to play a game
6849,calendar_set,Nhắc cho tôi về chương trình TV tại mười lăm mười lăm vào thứ năm tại BBC Bốn ,prompt me about tv programme at sixteen fifteen on thursday at bbc four
8223,calendar_set,Thêm mẹ tôi vào Lịch cho Thứ Hai BRUNCH ,add my mom to calendar for monday brunch
882,news_query,tin tức mười chín. ,news nineteen
16865,email_addcontact,Tôi muốn bạn thêm một email vào danh bạ của tôi ,i would like you to add an email to my contacts
757,iot_wemo_on,Bật ổ cắm Cắm WEMO để kết nối bộ sạc của tôi với nó ,turn on the wemo plug socket to connect my charger to it
15170,social_query,@RealdonaldTrump đã đăng bất cứ điều gì mới trên Twitter ,has @realdonaldtrump posted anything new on twitter
10702,lists_createoradd,Danh sách nên chứa mặt hàng này ,the list should contain this item
10980,lists_query,cho tôi biết những gì trong danh sách của bạn ,tell me what is in your list
9719,play_audiobook,Quay trở lại trang trại động vật ,go back to animal farm
13236,qa_definition,Định nghĩa của đa dạng là gì ,what's the definition of diverse
8155,calendar_query,là cuộc họp với Julie lúc ba giờ chiều vào thứ Tư ,is the meeting with julie at three pm on wednesday
12825,transport_query,bạn có thể cho tôi thời gian tàu đến nyc ,can you give me the train times to nyc
11110,lists_query,Đọc cho tôi nội dung của danh sách này ,read me the content of this list
13061,qa_definition,Tôi muốn định nghĩa chính xác của trường học ,i want the exact definition of school
16118,email_sendemail,Chỉ gửi trợ giúp cho Jane ,send help only to jane
12596,transport_ticket,"Google tôi cần một vé tàu đến New York, bạn có thể đặt nó cho tôi không ",google i need one train ticket to new york can you book that for me
5904,alarm_query,Kiểm tra nếu tôi đã đặt bất kỳ báo động nào cho buổi sáng ,check if i have set any alarm for morning
